1	0	-100
0.13298	0.136367	-83.698
0.999781	-0.0209424	-100
-0.406737	-0.913545	-100
-0.929776	0.368125	-100
-0.481754	0.876307	-100
-0.425779	-0.904827	-100
-0.444635	-0.895712	-100
-0.463296	-0.886204	-100
0.756995	-0.653421	-100
-0.5	-0.866025	-100
-0.535827	-0.844328	-100
0.166769	-0.985996	-100
0.770513	0.637424	-100
0.187381	0.982287	-100
-0.951057	-0.309017	-100
0.381082	-0.324232	-99.9996
-0.238287	0.432422	-99.9995
-0.208972	0.323445	-99.9397
-0.125333	-0.992115	-100
0.384221	0.318723	-99.9996
0.682561	-0.177024	-100
-0.577654	0.40884	-100
0.0748929	0.379061	-99.9427
-0.237025	-0.0670389	-95.1861
-0.012823	-0.624064	-100
-0.783693	-0.621148	-100
0.68985	0.156735	-100
0.5	0.866025	-100
0.274545	-0.653592	-100
-0.146083	0.989272	-100
-0.999123	0.0418757	-100
0.843165	0.0822428	-100
0.579417	-0.491209	-100
-0.361248	0.658102	-100
-0.123235	0.221583	-95.9812
-0.350562	-0.486954	-100
-0.00442561	-0.3093	-99.1639
-0.62995	-0.385352	-100
-0.0659995	-0.808608	-100
0.382015	-0.00421417	-99.9323
0.446224	0.585788	-100
0.5	-0.866025	-100
-0.795921	0.222961	-100
-0.0288731	0.684892	-100
0.126907	-0.635315	-100
0.929776	-0.368125	-100
-0.756995	0.653421	-100
-0.412943	0.161186	-99.9946
0.541601	0.235303	-100
0.348572	0.937282	-100
-0.989272	-0.146083	-100
0.691437	-0.00575488	-100
0.74918	-0.427396	-100
-0.213183	-0.639892	-100
-0.5527	0.654383	-100
0.0385693	0.188994	-84.4361
-0.300618	-0.281823	-99.9794
0.0601948	-0.472702	-99.9988
-0.430321	-0.673299	-100
-0.727315	-0.149014	-100
0.386033	0.158149	-99.9834
0.488865	0.418916	-100
-0.317676	0.297161	-99.9922
0.924816	0.0315036	-100
0.328867	-0.944376	-100
-0.75849	0.384534	-100
-0.256948	0.822539	-100
-0.564147	-0.550998	-100
-0.897618	0.136743	-100
0.327018	-0.490729	-100
0.944376	0.328867	-100
0.39002	0.76318	-100
0.530512	-0.24382	-100
-0.598686	0.193131	-100
0.256996	0.486688	-100
-0.178181	0.068692	-83.85
-0.00136738	-0.154902	-69.8723
0.0464642	-0.89522	-100
0.73022	0.402342	-100
-0.133892	0.561167	-100
0.531396	-0.678318	-100
-0.876307	-0.481754	-100
-0.26892	-0.963163	-100
0.637424	0.770513	-100
0.0762804	0.834229	-100
0.982287	-0.187381	-100
-0.973579	-0.228351	-100
0.806321	-0.0770361	-100
0.658366	-0.571551	-100
-0.318164	-0.656036	-100
0.0794916	0.659586	-100
-0.0263262	0.295952	-98.7893
-0.426154	-0.784057	-100
-0.35696	-0.115822	-99.9125
-0.013538	-0.46482	-99.998
-0.438136	-0.774832	-100
0.270715	-0.107635	-98.5643
-0.144273	-0.721634	-100
0.208687	0.252695	-99.5347
0.375216	0.449113	-100
-0.254786	0.186355	-99.314
0.960088	0.00241236	-100
0.161018	-0.77777	-100
-0.867688	0.294204	-100
-0.160524	0.321966	-99.8453
-0.48431	-0.430368	-100
-0.999123	-0.0418757	-100
0.219897	-0.399665	-99.997
0.985996	0.166769	-100
0.543377	0.680611	-100
0.80737	-0.270211	-100
0.612203	-0.129222	-100
-0.670888	0.525263	-100
-0.499267	0.284879	-100
0.0105638	0.0168154	-1.94264
0.318293	0.61995	-100
-0.117563	-0.0363786	-53.0986
-0.0345146	-0.940844	-100
-0.669131	-0.743145	-100
0.463368	0.116817	-99.9989
0.584152	0.501526	-100
0.208921	0.885127	-100
0.427508	-0.584911	-100
0.0301536	-0.72173	-100
0.244069	-0.170117	-98.803
0.770208	0.0358033	-100
0.8182	0.245161	-100
0.469797	-0.409851	-100
-0.23404	-0.789346	-100
-0.328867	0.944376	-100
-0.150307	-0.291332	-99.5361
0.378284	-0.16528	-99.9801
-0.790507	-0.352006	-100
-0.499372	-0.607964	-100
0.24869	-0.968583	-100
0.458856	-0.250847	-99.9999
0.172178	0.428966	-99.9977
0.637424	-0.770513	-100
-0.750142	0.169911	-100
-0.0379528	0.47094	-99.9986
0.0209424	0.999781	-100
0.225923	-0.562924	-100
0.515238	0.328843	-100
0.013218	0.762832	-100
-0.963163	-0.26892	-100
0.855364	-0.518027	-100
0.63983	-0.338153	-100
-0.348572	-0.937282	-100
-0.621148	0.783693	-100
-0.335234	0.438369	-100
-0.518027	-0.855364	-100
0.39133	-0.758513	-100
-0.675687	0.283458	-100
-0.855364	0.518027	-100
-0.706836	-0.499188	-100
-0.978148	0.207912	-100
0.866025	0.5	-100
0.425779	0.904827	-100
-0.187381	-0.982287	-100
0.570714	0.821149	-100
0.864514	-0.0190692	-100
0.240417	0.673918	-100
-0.279445	-0.56028	-100
0.854418	-0.375379	-100
-0.0418054	0.203019	-88.3297
-0.376383	-0.724676	-100
-0.413498	-0.848256	-100
-0.386588	-0.215079	-99.9944
0.0245935	-0.547961	-100
-0.473448	-0.694785	-100
-0.917553	-0.18922	-100
-0.0617746	-0.725772	-100
0.440994	-0.012221	-99.9941
0.463289	0.502087	-100
-0.374091	0.226369	-99.9929
0.979666	-0.00944071	-100
0.163444	-0.878554	-100
-0.77275	0.300935	-100
-0.307966	0.735643	-100
-0.602008	-0.473116	-100
-0.946235	0.0439109	-100
0.147051	-0.522419	-100
0.915752	0.122663	-100
0.55191	0.753263	-100
0.723225	-0.30516	-100
0.609232	-0.212871	-100
-0.572121	0.529688	-100
-0.588157	0.285086	-100
0.0201255	0.100289	-40.7288
0.350905	0.541717	-100
-0.150837	0.146723	-89.0723
-0.110628	-0.116063	-72.3449
-0.00794178	-0.85502	-100
-0.675929	-0.581719	-100
0.461909	0.198856	-99.9997
0.750576	0.513638	-100
0.119489	0.821216	-100
0.297503	-0.580661	-100
0.0829034	-0.68208	-100
-0.0844588	0.623305	-100
-0.643419	0.096437	-100
0.751751	-0.035773	-100
-0.369166	0.0815786	-99.9213
0.557493	-0.372126	-100
0.545456	-0.589085	-100
-0.308313	0.548858	-100
-0.204037	0.90662	-100
-0.0294225	0.384354	-99.9407
-0.0450421	-0.016669	-10.8841
-0.321135	-0.378888	-99.9996
0.198516	-0.073773	-89.3802
-0.140585	0.782868	-100
-0.921863	-0.387516	-100
-0.405977	-0.638524	-100
-0.230276	-0.693112	-100
0.107649	-0.354614	-99.8958
0.537775	0.156636	-100
0.562892	0.591239	-100
0.14177	0.31092	-99.7086
0.516832	-0.7674	-100
-0.957319	0.289032	-100
-0.71059	0.223648	-100
0.132859	0.910624	-100
0.274046	-0.442953	-99.9999
0.216424	-0.717385	-100
0.897559	-0.232856	-100
-0.762715	0.522162	-100
-0.269126	-0.023447	-97.3978
-0.456977	0.350606	-100
0.538759	-0.00239889	-100
0.567338	0.263857	-100
0.125583	0.678941	-100
-0.905383	-0.228884	-100
-0.112214	-0.635627	-100
0.301476	0.124733	-99.5118
0.301183	-0.287774	-99.9829
-0.429268	-0.839098	-100
-0.492716	-0.808153	-100
-0.553954	-0.270828	-100
-0.81204	-0.0103179	-100
0.434274	0.367741	-100
-0.18688	0.335982	-99.9383
0.996493	0.0836778	-100
-0.0868156	0.729338	-100
-0.533651	-0.57914	-100
-0.181725	-0.840884	-100
0.399946	-0.444538	-100
0.840478	0.365264	-100
0.443582	0.816222	-100
0.297827	0.823568	-100
0.458104	-0.21205	-99.9997
-0.454504	-0.0498158	-99.9971
-0.149637	0.0161217	-67.7759
0.654394	0.436634	-100
0.0209424	-0.999781	-100
0.171488	0.075978	-82.7773
0.0694124	0.451583	-99.9971
-0.748343	-0.425905	-100
-0.169222	-0.883303	-100
0.0267917	0.876243	-100
0.26892	0.963163	-100
-0.41092	-0.518442	-100
0.663517	-0.457599	-100
-0.112142	0.810733	-100
-0.458293	0.647532	-100
-0.373848	0.855282	-100
-0.463119	-0.82485	-100
0.242455	-0.863686	-100
-0.844488	0.379334	-100
-0.994522	-0.104528	-100
0.968583	0.24869	-100
0.423749	0.669863	-100
0.714473	0.699663	-100
0.837105	-0.398011	-100
-0.669056	0.654188	-100
-0.671298	0.398418	-100
-0.511493	0.177046	-100
-0.00127745	-0.0748982	-24.457
-0.114634	-0.963015	-100
0.549651	0.410611	-100
0.406726	-0.671755	-100
0.696119	0.0742551	-100
-0.309017	-0.951057	-100
0.425779	-0.904827	-100
-0.832921	-0.553392	-100
-0.992115	0.125333	-100
0.387516	0.921863	-100
0.849525	0.0369246	-100
-0.112465	-0.461802	-99.9988
-0.380829	-0.559911	-100
-0.447425	0.814171	-100
0.00659699	0.246402	-95.2058
-0.389144	-0.683129	-100
-0.173422	0.863132	-100
-0.322889	-0.197647	-99.9228
0.00575076	-0.511017	-99.9998
-0.414084	-0.749482	-100
-0.928755	-0.127238	-100
-0.10914	-0.758886	-100
0.303607	0.286231	-99.9834
0.405919	0.523573	-100
-0.330777	0.177977	-99.9136
0.104777	-0.833956	-100
-0.54354	-0.613391	-100
-0.280444	0.667035	-100
-0.564673	-0.526268	-100
-0.227126	-0.144469	-97.3292
0.20861	-0.486158	-99.9999
0.912977	0.0794139	-100
0.585507	0.726319	-100
0.747698	-0.22647	-100
0.650083	-0.152549	-100
-0.61343	0.590152	-100
-0.544591	0.342784	-100
-0.00504842	0.147005	-66.0981
0.293024	0.553136	-100
-0.186887	0.202314	-97.7467
-0.0612787	-0.0914926	-45.458
-0.0565534	-0.878729	-100
-0.728969	-0.684547	-100
0.422781	0.177078	-99.9973
0.736994	0.613624	-100
0.166427	0.851607	-100
0.355189	-0.622322	-100
0.649629	0.309748	-100
-0.288951	-0.80183	-100
-0.576182	0.131897	-100
0.788077	-0.0243266	-100
0.844002	0.120339	-100
0.531357	-0.449185	-100
0.494592	-0.540539	-100
-0.383055	0.605491	-100
-0.24869	0.968583	-100
0.0234824	0.336843	-99.6656
-0.0279647	-0.0455283	-13.2936
-0.358079	-0.299873	-99.9982
-0.895459	0.0598126	-100
0.284403	-0.119051	-99.1373
-0.0105459	-0.390349	-99.9511
-0.845687	-0.291939	-100
-0.479601	-0.657895	-100
-0.171117	-0.680159	-100
0.204347	-0.924432	-100
0.572418	0.180704	-100
0.492245	0.634364	-100
0.184163	0.345761	-99.9535
0.570714	-0.821149	-100
0.160012	0.0819235	-80.1242
-0.66877	0.175243	-100
-0.134499	0.410715	-99.9912
0.104528	0.994522	-100
0.202272	-0.648632	-100
0.857675	-0.324404	-100
-0.715554	0.589218	-100
-0.31339	-0.0692575	-99.4203
-0.146408	-0.194059	-94.7901
0.45884	-0.00681938	-99.9973
0.524817	0.280341	-100
0.00594157	0.687009	-100
-0.888098	-0.182204	-100
0.731628	0.0970329	-100
-0.153606	-0.134468	-87.5534
0.80335	-0.472691	-100
0.693992	-0.382388	-100
-0.297046	-0.71132	-100
-0.529208	-0.640292	-100
-0.591529	0.717934	-100
-0.0992083	0.175536	-86.9013
0.156771	0.115438	-84.969
-0.469501	-0.244747	-99.9999
-0.123166	-0.473692	-99.9994
0.151434	-0.455608	-99.999
0.056323	0.70685	-100
-0.512391	-0.828951	-100
-0.602485	-0.144696	-100
-0.687742	-0.0292978	-100
0.111529	-0.0248073	-47.9313
0.449531	0.320654	-100
0.536082	0.456493	-100
-0.283735	0.370083	-99.9981
-0.417174	0.288897	-99.9997
0.999123	0.0418757	-100
0.230664	-0.788285	-100
-0.744158	0.264286	-100
-0.806199	0.451773	-100
-0.03572	0.799738	-100
-0.141129	-0.508269	-99.9999
-0.637719	-0.528634	-100
-0.603403	-0.581387	-100
-0.917401	0.250375	-100
0.640119	0.448307	-100
0.904827	0.425779	-100
0.436485	0.859387	-100
0.377994	-0.246774	-99.9962
0.587144	-0.294293	-100
-0.636657	0.240865	-100
-0.497919	-0.0170456	-99.9996
0.0312398	0.5331	-99.9999
0.300497	0.406313	-99.9997
-0.215189	0.133902	-95.9712
-0.10179	0.00312582	-40.4556
-0.209101	-0.234186	-99.2761
-0.0418757	-0.999123	-100
-0.711125	0.0473677	-100
0.666129	0.208558	-100
0.773046	0.319668	-100
-0.220004	0.554347	-100
0.0175427	0.416925	-99.9835
0.462006	-0.720012	-100
0.598905	-0.633589	-100
-0.672314	-0.44207	-100
-0.217429	-0.924828	-100
0.505389	0.784349	-100
0.0482716	0.794554	-100
0.279831	0.892862	-100
0.892263	-0.038672	-100
-0.69745	-0.322432	-100
0.719617	-0.0190059	-100
0.52168	-0.819262	-100
-0.299834	-0.610997	-100
-0.392481	0.711905	-100
0.247972	-0.249218	-99.7929
-0.38214	-0.893475	-100
-0.419588	-0.876143	-100
-0.2529	-0.128694	-98.2153
0.0891442	-0.41381	-99.9871
-0.196805	-0.595817	-100
-0.371273	-0.309491	-99.9992
-0.934151	-0.248591	-100
-0.906713	-0.020041	-100
0.432383	0.435084	-100
0.942231	0.0167903	-100
0.331449	-0.882747	-100
-0.168174	0.30906	-99.795
-0.840886	0.176842	-100
-0.492589	-0.523252	-100
-0.557952	-0.413548	-100
0.336429	-0.449432	-100
0.203106	-0.319029	-99.9216
0.893525	0.247059	-100
0.856587	-0.15265	-100
-0.627771	0.464592	-100
-0.451331	0.222224	-99.9997
0.384362	0.0764073	-99.9537
0.361329	0.690764	-100
-0.210953	-0.00496399	-89.2061
0.0384591	-0.947067	-100
-0.22463	0.275083	-99.8175
0.536469	0.0695275	-100
0.664869	0.508993	-100
0.362614	0.865208	-100
0.09992	0.870842	-100
-0.0346004	-0.671865	-100
0.978148	0.207912	-100
0.373977	-0.541795	-100
-0.511797	0.593943	-100
-0.406737	0.913545	-100
-0.243647	-0.341558	-99.9849
0.531023	-0.169232	-100
-0.831485	-0.415806	-100
-0.799082	-0.149952	-100
0.213555	0.460139	-99.9997
0.699663	-0.714473	-100
-0.785678	0.0714198	-100
-0.0855695	0.518354	-99.9999
-0.063245	0.931199	-100
0.0788882	-0.53107	-99.9999
